time,00_bitset1,00_bitset2,00_bitset3,01_mm1,01_mm2,01_mm3,02_mv1,02_mv2,02_mv3,03_sort1,03_sort2,03_sort3,04_spmv1,04_spmv2,04_spmv3,brainfuck-bootstrap,brainfuck-mandelbrot-nerf,brainfuck-pi-nerf,conv0,conv1,conv2,crypto-1,crypto-2,crypto-3,dead-code-elimination-1,dead-code-elimination-2,dead-code-elimination-3,fft0,fft1,fft2,floyd-0,floyd-1,floyd-2,gameoflife-gosper,gameoflife-oscillator,gameoflife-p61glidergun,hoist-1,hoist-2,hoist-3,instruction-combining-1,instruction-combining-2,integer-divide-optimization-1,integer-divide-optimization-2,integer-divide-optimization-3,median0,median1,median2,shuffle0,shuffle1,shuffle2,sl1,sl2,sl3,stencil0,stencil1,transpose0,transpose1,transpose2
2022-08-15 00:15:46,1362868,2726662,4094124,8875060,7894731,6001135,5145897,1811949,4023467,964112,14398186,2766256,4747305,2903210,3060358,13607290,33890650,2053790,10596759,17638936,12845250,1762943,1445092,1914090,24,2395,239752,5875373,12604061,12140453,55,36281,17933436,12727894,11228486,11602201,501,500532,5004867,32,8127,130,100442,1704709,5434,-1,-1,6403041,10467521,3659129,7828289,3048777,1506064,43092,109449,3441146,3338106,9909123
2022-08-15 10:36:45,1330078,2635643,3975171,10004910,6788303,5238713,4994588,1750618,3909127,993575,14269016,2593427,4654242,2815350,3048177,15517311,39205904,2334062,10431281,17071959,12441082,1699779,1392526,1875803,20,1866,186803,5887517,12647866,12169361,53,35152,17366854,12929678,11359681,11678982,445,444801,4447427,37,9172,135,93115,1662882,2121432,1897,12615986,8416066,10463144,3595700,7988371,3091045,1510444,38552,101544,3437309,3453816,10175528
2022-08-15 11:28:43,1325036,2663849,3956180,7557059,7908395,5247033,4994588,1750618,3909127,981031,14322054,2598579,4665709,2898342,3041649,15183530,41832033,2439690,10366711,16959266,12371881,1692914,1354213,1794418,20,1866,186803,5874292,12586500,12137026,55,35284,17373429,12918144,11353983,11788442,445,444801,4447427,16,3761,135,93228,1699842,2613687,1918,12609961,6372476,10479705,3716898,7988371,3091045,1510444,40609,101482,3397061,3730193,10085575
2022-08-15 12:03:36,1325036,2663849,3956180,7557059,7908395,5247033,4994588,1750618,3909127,981031,14322054,2598579,4665709,2898342,3041649,15183530,41832033,2439690,10366711,16959266,12371881,1692914,1354213,1794418,20,1866,186803,5874292,12586500,12137026,55,35284,17373429,12918144,11353983,11788442,445,444801,4447427,16,3761,135,93228,1699842,2613687,1918,12609961,6372476,10479705,3716898,7988371,3091045,1510444,40609,101482,3397061,3730193,10085575
2022-08-15 15:08:29,1325036,2663849,3956180,7557059,7908395,5247033,4994588,1750618,3909127,982113,14353934,2598814,4665709,2898342,3041649,15191707,41814123,2439233,10460739,17070814,12458943,1671877,1368871,1810299,20,1866,186803,5884622,12605959,12162432,55,35284,17373429,12904063,11362428,11733853,445,444801,4447427,16,3761,135,93228,1699842,2613687,1918,12609961,6368368,10487295,3613475,7988371,3091045,1510444,41698,98849,3422276,3326399,10049777
2022-08-15 21:56:54,1241207,2476686,3727930,5395670,4880534,3738023,5019381,1754699,3916935,975679,14033751,2564590,3126388,2187788,1908058,15183530,41832033,2439690,10418384,17110917,12522574,1331935,1061176,1404102,19,1839,184169,5917150,12588370,12155511,52,33933,16778853,12262633,10819441,11229659,445,444801,4447427,15,3684,135,93228,1699842,2093452,1696,11167875,6577604,10458329,3801614,7988371,3091045,1510444,38047,101109,3258979,3117974,9869276
2022-08-16 01:25:28,1327446,2665266,3992401,5395670,4880534,3738023,5019381,1754699,3916935,970579,13786671,2562820,3126388,2187788,1908058,15538546,41797633,2411960,10377568,17214085,12664415,1294534,1061864,1405174,19,1829,182682,5932848,12617708,12172946,52,33933,16778853,12266773,10815421,11157531,445,444810,4447249,15,3684,134,93060,1662368,2093538,1689,11167572,6695189,10243279,3886522,7988371,3091045,1510444,38047,101109,3188038,3316148,9628164
2022-08-16 15:54:44,1299308,2605907,3890373,5051281,4576027,3509046,4757365,1739706,3181407,971764,14084083,2555314,3126388,2187788,1908058,15538546,41797633,2411960,10349847,17012107,12475831,1316508,1078656,1428132,19,1829,182682,5873530,12590002,12149023,52,33935,16770488,12277555,10823147,11138283,445,444810,4447249,15,3684,134,93063,1705105,2615275,1812,13928619,6830079,10515243,3802423,7988371,3091045,1510444,35855,98751,2954117,2737950,9227301
2022-08-16 17:30:19,1299308,2605907,3890373,5051281,4576027,3509046,4757365,1739706,3181407,966516,13024794,2459988,3126388,2187788,1908058,15538546,41797633,2411960,10400362,17327682,12749941,1316508,1078656,1428132,19,1829,182682,4699295,9973709,9729098,52,33935,16770488,12277555,10823147,11138283,445,444810,4447249,15,3684,134,93063,1705105,2615275,1812,13928619,6830079,10515243,3802423,7988371,3091045,1510444,37585,99517,2954117,2737950,9227301
2022-08-16 22:50:42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022-08-16 22:58:28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022-08-16 23:16:16,1362868,2726662,4094124,8875060,7894731,6001135,5145897,1811949,4023467,984857,14791077,2827185,4747305,2903210,3060358,13607290,33890650,2053790,10437458,17211544,12551494,1762943,1445092,1914090,24,2395,239752,5984835,12833969,12341991,55,36281,17933436,12727894,11228486,11602201,501,500532,5004867,32,8127,130,100442,1704709,5434,-1,-1,6403041,10467521,3659129,7828289,3048777,1506064,38167,123833,3441146,3338106,9909123
2022-08-16 23:45:19,1308878,2624702,3904077,5051281,4576027,3509046,4757365,1739706,3181407,939560,13324529,2456837,3307709,2234885,1531804,15538546,41797633,2411960,10400362,17327682,12749941,1319674,1081893,1439080,19,1829,182682,4688466,9944487,9703698,51,33375,16582614,12696267,11221085,11358653,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6830079,10515243,3802423,7988371,3091045,1510444,37585,99517,2954117,2737950,9227301
2022-08-17 00:18:46,1308878,2624702,3904077,5051281,4576027,3509046,4757365,1739706,3181407,939560,13324529,2456837,3307709,2234885,1531804,15538546,41797633,2411960,10400362,17327682,12749941,1319674,1081893,1439080,19,1829,182682,4688466,9944487,9703698,51,33375,16582614,12696267,11221085,11358653,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6830079,10515243,3802423,7988371,3091045,1510444,37585,99517,2954117,2737950,9227301
2022-08-17 11:07:49,1301007,2604094,3941347,5104512,4599721,3486767,4759776,1742261,3187316,703859,9022901,1696961,3321612,2226798,1535862,14558321,36243895,2163768,10365958,17222372,12587313,1288710,1055435,1396897,19,1829,182682,4685525,9947619,9710291,50,33253,16478362,12682280,11221794,11347499,445,444810,4447249,15,3684,135,93054,1663360,2092919,1664,11158940,6567727,10491401,3679276,7988371,3091045,1510444,36124,106913,2938163,2736763,9283996
2022-08-17 15:43:45,1297986,2618517,3864933,5176251,4693506,3462833,4758865,1738843,3182915,731005,8912522,1685884,3353254,2183776,1537713,11626124,34949625,1894484,10397162,17170746,12543508,1249877,1024414,1356943,19,1829,182682,4680032,9924286,9694064,51,33376,16503958,12692034,11207945,11348919,445,445100,4447578,15,3658,134,93063,1705105,2614032,1776,13933332,6152053,10466637,3679799,7988371,3091045,1510444,38990,96769,2947163,2766441,9179039
2022-08-17 18:58:23,1362868,2726662,4094124,9317976,8313466,6001453,5145897,1811949,4023467,985234,14824853,2829717,4735978,2902038,3045023,13603819,33502815,2061114,10408737,17196382,12548675,1762943,1445092,1914090,24,2395,239752,5966367,12796122,12325908,55,36345,17928922,12720160,11231664,11655094,501,500532,5004867,32,8127,130,100442,1704709,2619143,1935,13971463,5830736,10476807,3666936,7828289,3048777,1506064,38167,123833,3277050,3223991,10022645
2022-08-17 19:13:07,1297934,2597935,3902109,5073579,4613507,3512614,4759635,1737386,3179694,978526,12917075,2470963,3327073,2249914,1530445,15328857,38538542,2347639,10329767,17154644,12587530,1317792,1090288,1429375,19,1829,182620,4680192,9947868,9684309,51,33401,16496063,12678458,11213092,11305872,446,444893,4448183,15,3658,135,93471,1709161,2108846,1677,11189624,6483618,10523830,3675256,7938572,3077284,1520992,38945,121774,2953749,2779407,9101906
2022-08-17 19:29:46,1297934,2597935,3902109,5073579,4613507,3512614,4759635,1737386,3179694,978526,12917075,2470963,3327073,2249914,1530445,15328857,38538542,2347639,10329767,17154644,12587530,1317792,1090288,1429375,19,1829,182620,4680192,9947868,9684309,51,33401,16496063,12678458,11213092,11305872,446,444893,4448183,15,3658,135,93471,1709161,2108846,1677,11189624,6483618,10523830,3675256,7938572,3077284,1520992,38945,121774,2953749,2779407,9101906
2022-08-17 21:21:53,1319612,2601198,3903875,5027272,4571508,3470771,4910975,1932142,3366349,698880,8917394,1659850,3326361,2236132,1527710,11275329,35687618,1947448,10403752,17281200,12684210,1116005,915319,1211026,19,1829,182682,4678141,9934727,9685318,51,33969,16771669,12707824,11219355,11340242,445,445100,4447578,15,3659,135,121892,1662572,2614184,1763,13971255,6260546,10494148,3711392,7988371,3091045,1510444,37428,112057,2947163,2766441,9179039
2022-08-17 22:18:06,1348834,2700901,4039303,10004910,6788303,5238713,4994588,1750618,3909127,981992,14235728,2592851,4654242,2815350,3048177,15517311,39205904,2334062,10431281,17071959,12441082,1800941,1475845,1953668,26,2504,250532,5878461,12588135,12140930,53,35152,17366854,12911945,11370109,11799714,445,445114,4447042,37,9139,135,93115,1662882,2121432,1897,12615986,8416066,10463144,3595700,7988371,3091045,1510444,38552,101544,3437309,3453816,10175528
2022-08-17 22:30:52,-1,-1,-1,9531861,7886783,5984500,4997691,1750639,3903349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,2530,290109,5887475,12624086,12176137,-1,-1,-1,-1,-1,-1,445,445203,4448859,37,9175,-1,-1,-1,2614250,1912,12609737,6893060,10019234,3674098,-1,-1,-1,-1,-1,-1,-1,-1
2022-08-17 22:36:49,1297986,2618517,3864933,5176251,4693506,3462833,4758865,1738843,3182915,731005,8912522,1685884,3353254,2183776,1537713,11626124,34949625,1894484,10397162,17170746,12543508,1193693,978437,1294232,19,1829,182682,4680032,9924286,9694064,51,33376,16503958,12692034,11207945,11348919,445,445100,4447578,15,3658,134,93063,1705105,2614032,1776,13933332,6152053,10466637,3679799,7988371,3091045,1510444,40992,113845,2947163,2766441,9179039
2022-08-17 22:47:30,1346673,2732976,4048457,8863940,7894818,5990675,4984105,1751598,3907839,974820,14294864,2599126,4694456,2860888,3154461,15535197,40715196,2396318,10245076,16987218,12434899,1795950,1471671,1949168,26,2504,250781,5888858,12616970,12172011,51,31820,15646070,12886349,11385857,11889917,445,445203,4448859,37,9175,139,93296,1663136,2614343,1914,12613514,6446789,9515152,3722786,7880226,3063316,1523173,43864,128270,3606739,3484016,9742004
2022-08-18 00:36:07,1308878,2624702,3904077,5051281,4576027,3509046,4757365,1739706,3181407,939560,13324529,2456837,3307709,2234885,1531804,15538546,41797633,2411960,10400362,17327682,12749941,1319674,1081893,1439080,19,1829,182682,4688466,9944487,9703698,51,33375,16582614,12696267,11221085,11358653,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6830079,10515243,3802423,7988371,3091045,1510444,37585,99517,2954117,2737950,9227301
2022-08-18 09:43:01,1308878,2624702,3904077,5051281,4576027,3509046,4757365,1739706,3181407,939560,13324529,2456837,-1,-1,-1,15538546,41797633,2411960,10400362,17327682,12749941,1319674,1081893,1439080,19,1829,182682,4688466,9944487,9703698,51,33375,16582614,12696267,11221085,11358653,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6830079,10515243,3802423,7988371,3091045,1510444,37585,99517,2954117,2737950,9227301
2022-08-18 10:52:11,1302071,2623813,3888973,5037016,4538688,3461031,4764185,1737142,3183687,940396,13047063,2469323,3359223,2253997,1541394,14308983,34183129,2064867,10441208,17458207,12778524,1332651,1089970,1448090,19,1829,182767,4688145,9956785,9721171,52,33443,16489664,12708747,11198912,12356363,501,500489,5009075,15,3658,134,93230,1707787,2091424,1702,11208483,6569479,9302573,3790877,7923615,3072646,1522489,45509,132687,3086851,2856042,8993238
2022-08-18 10:58:09,1302071,2623813,3888973,5037016,4538688,3461031,4764185,1737142,3183687,940396,13047063,2469323,3359223,2253997,1541394,14308983,34183129,2064867,10441208,17458207,12778524,1332651,1089970,1448090,19,1829,182767,4688145,9956785,9721171,52,33443,16489664,12708747,11198912,12356363,501,500489,5009075,15,3658,134,93230,1707787,2091424,1702,11208483,6569479,9302573,3790877,7923615,3072646,1522489,45509,132687,3086851,2856042,8993238
2022-08-18 11:06:50,2943362,5913836,8794160,13835689,11532539,8762184,7428988,4872981,6124626,2024621,33669937,6632968,7505521,4317045,5604686,20994586,55677367,3039951,12492811,21643615,15967379,5300497,4346846,5747276,-1,-1,-1,8831507,18772862,18170000,79,58828,29058848,25695212,22395154,22682146,84202,-1,-1,-1,-1,-1,-1,-1,6801385,6486528,41078715,7690486,9449322,4760541,11680651,4168550,2007754,79519,217180,6679675,9051718,14069570
2022-08-18 13:19:18,1308878,2624702,3904077,5051281,4576027,3509046,4757365,1739706,3181407,939560,13324529,2456837,-1,-1,-1,15538546,41797633,2411960,10400362,17327682,12749941,1319674,1081893,1439080,19,1829,182682,4688466,9944487,9703698,51,33375,16582614,12696267,11221085,11358653,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6830079,10515243,3802423,7988371,3091045,1510444,37585,99517,2954117,2737950,9227301
2022-08-18 13:23:35,1308878,2624702,3904077,5051281,4576027,3509046,4757365,1739706,3181407,939560,13324529,2456837,-1,-1,-1,15538546,41797633,2411960,10400362,17327682,12749941,1319674,1081893,1439080,19,1829,182682,4688466,9944487,9703698,51,33375,16582614,12696267,11221085,11358653,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6830079,10515243,3802423,7988371,3091045,1510444,39126,99517,2954117,2737950,9227301
2022-08-18 14:58:51,1308878,2624702,3904077,4999912,4512416,3442577,4757365,1739706,3181407,939320,13316694,2449771,3829994,2571972,1974231,15538546,41797633,2411960,10426285,17318458,12750837,1319685,1081741,1466152,19,1829,182682,4668268,9937246,9680136,51,33375,16582614,12688008,11237672,11357168,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6264202,9342518,3716378,7922654,3069465,1513960,37585,107457,2954117,2737950,9227301
2022-08-18 18:25:02,1308878,2624702,3904077,4999912,4512416,3442577,4757365,1739706,3181407,939320,13316694,2449771,3829994,2571972,1974231,15538546,41797633,2411960,10426285,17318458,12750837,1319685,1081741,1466152,19,1829,182682,4668268,9937246,9680136,51,33375,16582614,12688008,11237672,11357168,445,444810,4447249,15,3684,134,93063,1705105,2091653,1675,11163661,6264202,9342518,3716378,7922654,3069465,1513960,37496,107457,2954117,2737950,9227301
2022-08-18 19:51:30,1298745,2580754,3888305,5073579,4613507,3512614,4758179,1740991,3194514,938579,13246283,2477120,3336076,2286843,1530508,15541209,40308072,2381279,10331884,17155617,12595735,1298972,1063451,1406694,19,1830,182612,4674614,9941649,9691655,51,33427,16511155,12711860,11208747,11382086,532,445375,4481720,15,3658,134,93261,1662587,2091555,1676,11156851,6297900,9263537,3725852,7938572,3077284,1520992,38945,121774,2953749,2779407,9101906
2022-08-18 19:58:24,1298745,2580754,3888305,5073579,4613507,3512614,4758179,1740991,3194514,938579,13246283,2477120,3336076,2286843,1530508,15541209,40308072,2381279,10331884,17155617,12595735,1298972,1063451,1406694,19,1830,182612,4674614,9941649,9691655,51,33427,16511155,12711860,11208747,11382086,532,445375,4481720,15,3658,134,93261,1662587,2091555,1676,11156851,6297900,9263537,3725852,7938572,3077284,1520992,38945,121774,2953749,2779407,9101906
2022-08-18 20:49:51,1377358,2702802,4052562,5107655,5511103,3533682,4794673,1830555,3321317,676202,8546026,1609032,3271173,2175745,1365113,9716372,28942626,1669416,10378200,17260862,12630817,1070466,877511,1161501,19,1829,182682,4670270,9948085,9678512,51,33242,16520320,12990402,11399852,11930739,445,445100,4447578,15,3659,132,93116,1662248,2090390,1579,11183336,5438638,9140808,3685318,7573425,3002364,1498103,38390,107845,2989864,2760406,9104562
2022-08-18 21:25:59,1297937,2563197,3840565,4851511,4361295,3332260,4515089,1694473,2999366,661753,8483541,1575083,2676608,1871439,1312418,10682739,32977255,1849888,9227368,15833554,11559480,1093802,896547,1188032,19,1829,182682,4501239,9546841,9307998,51,33242,16520320,12897470,11322883,11764327,445,445100,4447578,15,3659,132,93116,1662248,2090981,1549,11166001,5970248,9163162,3431469,7421672,3003379,1495702,47584,113352,2983865,2743161,9000425
2022-08-19 01:08:02,1297937,2563197,3840565,-1,-1,-1,-1,-1,-1,-1,-1,-1,2676608,1871439,1312418,10682739,32977255,1849888,-1,-1,-1,-1,-1,-1,19,1829,182682,-1,-1,-1,-1,-1,-1,12897470,11322883,11764327,445,445100,4447578,-1,-1,132,93116,1662248,2094986,-1,-1,5970248,9163162,3431469,7421672,3003379,1495702,47584,113352,-1,-1,-1
2022-08-19 01:30:54,1297937,2563197,3840565,4851511,4361295,3332260,4515089,1694473,2999366,661753,8483541,1575083,2676608,1871439,1312418,10682739,32977255,1849888,9227368,15833554,11559480,1093802,896547,1188032,19,1829,182682,4501239,9546841,9307998,51,33242,16520320,12897470,11322883,11764327,445,445100,4447578,15,3659,132,93116,1662248,2090981,1549,11166001,5970248,9163162,3431469,7421672,3003379,1495702,47584,113352,2983865,2743161,9000425
2022-08-19 01:36:14,1297937,2563197,3840565,4851511,4361295,3332260,4515089,1694473,2999366,661753,8483541,1575083,2676608,1871439,1312418,10682739,32977255,1849888,9227368,15833554,11559480,1093802,896547,1188032,19,1829,182682,4501239,9546841,9307998,51,33242,16520320,12897470,11322883,11764327,445,445100,4447578,15,3659,132,93116,1662248,2090981,1549,11166001,5970248,9163162,3431469,7421672,3003379,1495702,47584,113352,2983865,2743161,9000425
2022-08-19 11:38:51,1302158,2600190,3904650,4978576,4507219,3432162,4756721,1739093,3178183,942047,13188018,2458075,3315947,2376479,1522315,15296925,36781793,2257462,10379650,17272454,12663487,1319057,1081311,1430793,19,1829,182682,4683033,9922134,9682742,51,33493,16511313,12678583,11218240,11417794,445,444810,4447249,15,3659,134,93063,1705105,2091738,1725,11202940,6551933,9388579,3639066,7988371,3091045,1510444,41830,102551,2943152,2678937,8970615
2022-08-19 12:04:51,1302158,2600190,3904650,4978576,4507219,3432162,4756721,1739093,3178183,942047,13188018,2458075,3315947,2376479,1522315,15296925,36781793,2257462,10379650,17272454,12663487,1319057,1081311,1430793,19,1829,182682,4683033,9922134,9682742,51,33493,16511313,12678583,11218240,11417794,445,444810,4447249,15,3659,134,93063,1705105,2091738,1725,11202940,6551933,9388579,3639066,7988371,3091045,1510444,41830,102551,2943152,2678937,8970615
2022-08-19 13:51:37,1296274,2589599,3858183,4908865,4418715,3362330,4470983,1685529,2918201,692635,8492714,1566267,2693495,1950861,1289800,10692198,33002038,1862186,9188515,15747306,11506915,1064097,872201,1154730,19,1828,182630,4486896,9498831,9266026,51,33277,16494652,12916692,11342753,11851953,501,500449,5023190,15,3659,132,93125,1662358,2090738,1557,11151788,5760780,10102493,3490036,7449189,2972355,1481073,38445,127450,2982663,2578950,8967291
2022-08-19 20:58:34,1317229,2640711,3960072,4440191,3975036,3004362,4276468,1481567,2892888,662591,8437894,1532819,2669672,1896477,1287922,11050527,32944586,1815781,9180681,15736903,11496640,1094197,897810,1187647,14,1266,127019,4493898,9545304,9306523,50,33267,16484760,12227097,10767334,11330671,446,445369,4447419,11,2532,139,93162,1702302,2091473,1549,11197857,6050567,9037913,3431384,6932217,2824467,1413701,35591,104615,2939397,2618731,8933687
2022-08-19 21:52:16,1297937,2563197,3840565,4871023,4389874,3332931,4513407,1693962,2995870,715564,8532896,1581780,2676608,1871439,1312418,10669116,32972294,1850206,9227368,15833554,11559480,1094956,896457,1187127,19,1829,182682,4492064,9540734,9326575,51,33242,16520320,12862130,11336018,11794018,445,445100,4447578,15,3659,132,93116,1662248,2090981,1549,11166001,5970248,9163162,3431469,7395604,2970487,1481473,39119,113032,2983865,2743161,9000425
2022-08-19 21:55:48,-1,-1,-1,4966135,4513060,3447334,4758544,1744678,3179749,-1,-1,-1,3323725,2210361,1527027,14600921,39014246,2307224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33457,16489096,12680127,11224466,11418545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38819,104556,-1,-1,-1
2022-08-19 22:02:46,1317406,2649824,3934690,4440191,3975036,3004362,4276468,1481567,2892888,669513,8418619,1532092,2647424,1796001,1286059,11050527,32944586,1815781,9180681,15736903,11496640,1093349,897595,1187425,14,1266,127019,4493898,9545304,9306523,50,33267,16484760,12217197,10791684,11252920,446,445369,4447419,11,2532,139,93162,1702302,2090738,1557,11151788,5832416,9023253,3419281,6932217,2824467,1413701,35591,104615,2939397,2618731,8933687
2022-08-19 22:25:00,-1,-1,-1,4966135,4513060,3447334,4758544,1744678,3179749,-1,-1,-1,3323725,2210361,1527027,14600921,39014246,2307224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,33457,16489096,12680127,11224466,11418545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38819,104556,-1,-1,-1
2022-08-19 23:13:57,1304577,2597775,3907439,4440191,3975036,3004362,4297456,1487853,2818795,669513,8418619,1532092,2652978,1854344,1303958,11050527,32944586,1815781,9180681,15736903,11496640,1123635,895904,1186495,14,1266,127019,4493898,9545304,9306523,50,33424,16486001,12217197,10791684,11252920,446,445369,4447419,11,2532,139,93162,1702302,2090738,1557,11151788,5832416,9023253,3419281,6932217,2824467,1413701,35591,104615,2939397,2618731,8933687
2022-08-19 23:17:20,1315724,2635964,3959742,4440191,3975036,3004362,4297456,1487853,2818795,669513,8418619,1532092,2652978,1854344,1303958,11050527,32944586,1815781,9180681,15736903,11496640,1123635,895904,1186495,14,1266,127019,4493898,9545304,9306523,50,33424,16486001,12217197,10791684,11252920,446,445369,4447419,11,2532,139,93162,1702302,2090738,1557,11151788,5832416,9023253,3419281,6932217,2824467,1413701,35591,104615,2939397,2618731,8933687
2022-08-20 00:54:55,1304577,2597775,3907439,4410439,3961776,3002988,4325732,1490907,2840785,658532,8275480,1497757,2646894,1789541,1285938,10895153,32770573,1813963,9182501,15750432,11511114,1085635,890725,1177274,13,1292,129644,4495855,9536982,9304408,50,33267,16474192,12217197,10791684,11252920,445,445218,4451187,11,2666,140,130451,1662546,2091754,1544,11151908,5253686,9074719,3488730,6900467,2817773,1421547,35591,104615,3001858,2708056,8919187
2022-08-20 01:03:49,1304577,2597775,3907439,4410439,3961776,3002988,4325732,1490907,2840785,658532,8275480,1497757,2646894,1789541,1285938,10895153,32770573,1813963,9182501,15750432,11511114,1085635,890725,1177274,13,1292,129644,4495855,9536982,9304408,50,33267,16474192,12217197,10791684,11252920,445,445218,4451187,11,2666,140,130451,1662546,2091754,1544,11151908,5253686,9074719,3488730,6900467,2817773,1421547,35591,104615,3001858,2708056,8919187
2022-08-20 07:44:36,1304577,2597775,3907439,4410439,3961776,3002988,4325732,1490907,2840785,658532,8275480,1497757,2646894,1789541,1285938,10895153,32770573,1813963,9182501,15750432,11511114,1085635,890725,1177274,13,1292,129644,4495855,9536982,9304408,50,33267,16474192,12217197,10791684,11252920,445,445218,4451187,11,2666,140,130451,1662546,2091754,1544,11151908,5253686,9074719,3488730,6900467,2817773,1421547,35591,104615,3001858,2708056,8919187
2022-08-20 09:03:15,1304577,2597775,3907439,4410439,3961776,3002988,4325732,1490907,2840785,658532,8275480,1497757,2646894,1789541,1285938,10895153,32770573,1813963,9182501,15750432,11511114,1085635,890725,1177274,13,1292,129644,4495855,9536982,9304408,50,33267,16474192,12217197,10791684,11252920,445,445218,4451187,11,2666,140,130451,1662546,2091754,1544,11151908,5253686,9074719,3488730,6900467,2817773,1421547,35591,104615,3001858,2708056,8919187
2022-08-20 09:47:55,1304577,2597775,3907439,4410439,3961776,3002988,4325732,1490907,2840785,658532,8275480,1497757,2646894,1789541,1285938,10895153,32770573,1813963,9182501,15750432,11511114,1085635,890725,1177274,13,1292,129644,4495855,9536982,9304408,50,33267,16474192,12217197,10791684,11252920,445,445218,4451187,11,2666,140,130451,1662546,2091754,1544,11151908,5253686,9074719,3488730,6900467,2817773,1421547,35591,104615,3001858,2708056,8919187
2022-08-20 13:30:43,1297804,2598685,3900336,4469081,4002241,2989138,4324781,1489191,2843294,655567,8279934,1500372,2690136,1861191,1298516,10820307,30492478,1746056,9182959,15877732,11799033,1100680,901510,1193940,19,1859,186841,4527449,9542433,9292833,50,33325,16463184,12603768,11059539,11572874,445,445218,4451187,16,3787,129,95344,1697288,2090376,1567,11158913,5677890,9269015,3378160,6875822,2812033,1406048,40919,127533,2951332,2710162,8901005
2022-08-20 14:30:39,1297804,2598685,3900336,4469081,4002241,2989138,4324781,1489191,2843294,655567,8279934,1500372,2690136,1861191,1298516,10820307,30492478,1746056,9182959,15877732,11799033,1100680,901510,1193940,19,1859,186841,4527449,9542433,9292833,50,33325,16463184,12603768,11059539,11572874,445,445218,4451187,16,3787,129,95344,1697288,2090376,1567,11158913,5677890,9269015,3378160,6875822,2812033,1406048,40919,127533,2951332,2710162,8901005
2022-08-20 14:55:17,1297804,2598685,3900336,4469081,4002241,2989138,4324781,1489191,2843294,655567,8279934,1500372,2690136,1861191,1298516,10820307,30492478,1746056,9182959,15877732,11799033,1100680,901510,1193940,19,1859,186841,4527449,9542433,9292833,50,33325,16463184,12603768,11059539,11572874,445,445218,4451187,16,3787,129,95344,1697288,2090376,1567,11158913,5677890,9269015,3378160,6875822,2812033,1406048,40919,127533,2951332,2710162,8901005
2022-08-20 14:58:07,1297804,2598685,3900336,4469081,4002241,2989138,4324781,1489191,2843294,655567,8279934,1500372,2690136,1861191,1298516,10820307,30492478,1746056,9182959,15877732,11799033,1100680,901510,1193940,19,1859,186841,4527449,9542433,9292833,50,33325,16463184,12603768,11059539,11572874,445,445218,4451187,16,3787,129,95344,1697288,2090376,1567,11158913,5677890,9269015,3378160,6875822,2812033,1406048,40919,127533,2951332,2710162,8901005
2022-08-20 14:58:44,1297804,2598685,3900336,4469081,4002241,2989138,4324781,1489191,2843294,655567,8279934,1500372,2690136,1861191,1298516,10820307,30492478,1746056,9182959,15877732,11799033,1100680,901510,1193940,19,1859,186841,4527449,9542433,9292833,50,33325,16463184,12603768,11059539,11572874,445,445218,4451187,16,3787,129,95344,1697288,2090376,1567,11158913,5677890,9269015,3378160,6875822,2812033,1406048,40919,127533,2951332,2710162,8901005
2022-08-20 16:38:57,1297804,2598685,3900336,4469081,4002241,2989138,4324781,1489191,2843294,655567,8279934,1500372,2690136,1861191,1298516,10820307,30492478,1746056,9182959,15877732,11799033,1100680,901510,1193940,19,1859,186841,4527449,9542433,9292833,50,33325,16463184,12603768,11059539,11572874,445,445218,4451187,16,3787,129,95344,1697288,2090376,1567,11158913,5677890,9269015,3378160,6875822,2812033,1406048,40919,127533,2951332,2710162,8901005
